slide,tumor_150,tumor_287,tumor_377,tumor_450,cd4_150,cd4_287,cd4_377,cd4_450,cd8_150,cd8_287,cd8_377,cd8_450,foxp3_150,foxp3_287,foxp3_377,foxp3_450,pdmac_150,pdmac_287,pdmac_377,pdmac_450,other_150,other_287,other_377,other_450,y,n_cells_corrected,unscored_overlap
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",6.0,24.0,27.0,40.0,5.0,22.0,15.0,14.0,0.0,3.0,6.0,5.0,2.0,5.0,7.0,7.0,2.0,3.0,0.0,1.0,34.0,85.0,80.0,73.0,0.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",0.0,2.0,2.0,5.0,7.0,23.0,22.0,15.0,3.0,5.0,6.0,7.0,7.0,23.0,24.0,13.0,0.0,2.0,1.0,1.0,41.0,111.0,99.0,101.0,-1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",2.0,2.0,3.0,10.0,6.0,23.0,13.0,17.0,3.0,2.0,5.0,6.0,4.0,10.0,11.0,17.0,2.0,0.0,2.0,0.0,53.0,101.0,105.0,95.0,1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",2.0,12.0,16.0,19.0,6.0,17.0,20.0,19.0,1.0,9.0,7.0,0.0,6.0,12.0,12.0,9.0,0.0,0.0,3.0,1.0,44.0,110.0,92.0,103.0,0.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",23.0,78.0,79.0,73.0,5.0,11.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,12.0,28.0,36.0,29.0,0.2608695652173913,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",24.0,75.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,1.0,21.0,21.0,0.6666666666666666,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",28.0,72.0,76.0,76.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,6.0,2.0,1.0,0.21428571428571427,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",21.0,58.0,63.0,45.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,2.0,6.0,19.0,19.0,25.0,0.8095238095238095,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",22.0,54.0,69.0,80.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.45454545454545453,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",15.0,39.0,61.0,59.0,1.0,1.0,2.0,2.0,2.0,5.0,7.0,2.0,0.0,5.0,1.0,2.0,1.0,3.0,2.0,0.0,14.0,36.0,21.0,26.0,0.8,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",13.0,40.0,44.0,40.0,1.0,3.0,2.0,0.0,2.0,7.0,1.0,6.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,13.0,33.0,35.0,22.0,0.23076923076923078,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",19.0,80.0,62.0,76.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,9.0,17.0,0.631578947368421,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",24.0,46.0,68.0,73.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,2.0,5.0,0.5,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",44.0,108.0,98.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",15.0,39.0,38.0,36.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,5.0,0.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,12.0,38.0,37.0,52.0,0.6666666666666666,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",38.0,103.0,98.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.21052631578947367,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",43.0,77.0,73.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.11627906976744186,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",23.0,46.0,38.0,36.0,0.0,1.0,4.0,2.0,1.0,6.0,0.0,5.0,0.0,2.0,3.0,1.0,2.0,4.0,10.0,3.0,1.0,17.0,29.0,31.0,0.782608695652174,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",11.0,30.0,38.0,49.0,1.0,4.0,2.0,1.0,4.0,5.0,3.0,6.0,0.0,2.0,6.0,0.0,4.0,6.0,1.0,1.0,17.0,57.0,42.0,24.0,0.45454545454545453,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",25.0,45.0,43.0,51.0,0.0,1.0,3.0,0.0,1.0,2.0,6.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,7.0,0.0,1.0,5.0,17.0,39.0,0.56,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",10.0,34.0,37.0,38.0,1.0,1.0,0.0,3.0,1.0,7.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,23.0,44.0,35.0,45.0,0.0,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",40.0,87.0,78.0,68.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.025,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",25.0,76.0,85.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",33.0,90.0,99.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.06060606060606061,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",20.0,51.0,58.0,68.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,13.0,17.0,0.35,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",45.0,105.0,115.0,91.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15555555555555556,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",4.0,40.0,45.0,28.0,3.0,1.0,1.0,4.0,1.0,5.0,7.0,7.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,7.0,37.0,38.0,47.0,37.0,0.5,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",13.0,23.0,23.0,40.0,1.0,4.0,1.0,3.0,0.0,7.0,5.0,8.0,1.0,5.0,4.0,4.0,0.0,0.0,6.0,4.0,13.0,57.0,65.0,43.0,0.0,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",12.0,50.0,54.0,48.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,0.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,12.0,19.0,22.0,29.0,0.5833333333333334,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",21.0,56.0,59.0,70.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,3.0,5.0,2.0,3.0,5.0,4.0,12.0,6.0,0.5714285714285714,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",28.0,81.0,77.0,74.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,5.0,0.0,1.0,9.0,9.0,0.6071428571428571,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",14.0,45.0,54.0,64.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,5.0,0.0,6.0,8.0,3.0,0.6428571428571429,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",34.0,89.0,95.0,87.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2647058823529412,2859.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",9.0,18.0,28.0,21.0,3.0,6.0,10.0,5.0,16.0,46.0,46.0,49.0,1.0,2.0,5.0,1.0,3.0,7.0,3.0,1.0,23.0,42.0,49.0,38.0,0.5555555555555556,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",2.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,9.0,23.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,16.0,48.0,55.0,66.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,15.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,17.0,34.0,47.0,67.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",1.0,2.0,1.0,6.0,0.0,0.0,3.0,3.0,3.0,7.0,25.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,24.0,50.0,63.0,44.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",16.0,21.0,6.0,5.0,2.0,10.0,11.0,9.0,8.0,23.0,26.0,27.0,2.0,2.0,8.0,9.0,0.0,4.0,0.0,2.0,11.0,45.0,49.0,35.0,0.875,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",8.0,12.0,7.0,18.0,4.0,10.0,7.0,7.0,9.0,39.0,42.0,39.0,1.0,3.0,2.0,6.0,1.0,5.0,2.0,3.0,17.0,49.0,65.0,45.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",5.0,9.0,7.0,10.0,4.0,5.0,13.0,13.0,29.0,62.0,73.0,58.0,0.0,6.0,1.0,3.0,0.0,5.0,5.0,2.0,22.0,61.0,47.0,63.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",22.0,43.0,28.0,37.0,2.0,6.0,10.0,8.0,8.0,26.0,36.0,58.0,1.0,1.0,3.0,1.0,1.0,9.0,4.0,6.0,1.0,21.0,31.0,37.0,0.18181818181818182,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,0.0,6.0,6.0,4.0,11.0,9.0,4.0,31.0,71.0,30.0,42.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,19.0,71.0,68.0,75.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,20.0,24.0,15.0,3.0,7.0,8.0,13.0,31.0,52.0,48.0,68.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,17.0,45.0,39.0,54.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",30.0,61.0,46.0,43.0,1.0,5.0,4.0,7.0,3.0,17.0,22.0,36.0,1.0,0.0,2.0,1.0,2.0,5.0,13.0,11.0,0.0,8.0,15.0,30.0,0.26666666666666666,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",2.0,7.0,19.0,15.0,0.0,2.0,0.0,1.0,5.0,16.0,5.0,12.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,16.0,55.0,38.0,29.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",8.0,30.0,29.0,21.0,5.0,5.0,4.0,2.0,17.0,25.0,22.0,17.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,6.0,15.0,51.0,33.0,45.0,0.25,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",1.0,10.0,6.0,13.0,0.0,1.0,2.0,8.0,2.0,5.0,15.0,16.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,38.0,38.0,44.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",2.0,8.0,18.0,12.0,4.0,3.0,7.0,6.0,6.0,31.0,21.0,22.0,0.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,22.0,42.0,32.0,33.0,0.5,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",2.0,9.0,11.0,10.0,1.0,4.0,6.0,3.0,6.0,10.0,17.0,16.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,11.0,38.0,46.0,50.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",8.0,27.0,27.0,19.0,1.0,4.0,6.0,5.0,18.0,21.0,20.0,25.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,5.0,21.0,28.0,42.0,48.0,0.75,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",9.0,28.0,12.0,19.0,5.0,3.0,8.0,5.0,5.0,52.0,35.0,42.0,0.0,3.0,3.0,9.0,1.0,1.0,0.0,10.0,14.0,39.0,69.0,33.0,0.6666666666666666,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",1.0,19.0,26.0,26.0,0.0,4.0,4.0,6.0,12.0,14.0,12.0,11.0,0.0,0.0,1.0,1.0,4.0,6.0,1.0,5.0,25.0,43.0,53.0,36.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",22.0,55.0,43.0,45.0,0.0,7.0,4.0,4.0,3.0,13.0,13.0,25.0,0.0,1.0,1.0,0.0,5.0,12.0,6.0,2.0,5.0,22.0,40.0,33.0,0.36363636363636365,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",5.0,25.0,9.0,12.0,5.0,6.0,9.0,10.0,11.0,35.0,32.0,21.0,2.0,3.0,6.0,9.0,1.0,2.0,4.0,3.0,18.0,42.0,48.0,51.0,1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,19.0,56.0,40.0,45.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,1.0,4.0,9.0,2.0,6.0,4.0,5.0,20.0,33.0,41.0,40.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,2.0,18.0,73.0,57.0,64.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,0.0,0.0,0.0,0.0,5.0,7.0,8.0,1.0,32.0,29.0,35.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,17.0,74.0,57.0,64.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,0.0,4.0,18.0,1.0,4.0,4.0,4.0,2.0,25.0,21.0,23.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,26.0,62.0,57.0,47.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",10.0,14.0,12.0,25.0,1.0,3.0,1.0,1.0,5.0,31.0,20.0,16.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,2.0,20.0,40.0,33.0,42.0,0.4,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,5.0,7.0,11.0,0.0,2.0,3.0,3.0,4.0,12.0,11.0,22.0,1.0,0.0,2.0,2.0,3.0,0.0,5.0,1.0,12.0,36.0,50.0,53.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,13.0,13.0,28.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,28.0,53.0,51.0,45.0,-1.0,3221.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,0.0,4.0,2.0,0.0,1.0,6.0,2.0,1.0,10.0,17.0,15.0,1.0,10.0,16.0,8.0,0.0,2.0,4.0,6.0,14.0,44.0,39.0,53.0,-1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,22.0,31.0,26.0,1.0,1.0,1.0,0.0,7.0,9.0,3.0,13.0,2.0,5.0,6.0,4.0,1.0,4.0,4.0,5.0,13.0,27.0,26.0,35.0,-1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",4.0,37.0,39.0,36.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,12.0,9.0,3.0,27.0,72.0,49.0,59.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,4.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,2.0,5.0,8.0,0.0,8.0,9.0,4.0,10.0,28.0,24.0,36.0,-1.0,2057.9526878623124,58
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,9.0,14.0,19.0,2.0,6.0,5.0,2.0,13.0,18.0,19.0,7.0,9.0,19.0,8.0,4.0,3.0,17.0,11.0,8.0,17.0,46.0,36.0,38.0,-1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",15.0,51.0,50.0,50.0,0.0,2.0,0.0,0.0,3.0,4.0,4.0,5.0,0.0,0.0,2.0,0.0,5.0,9.0,1.0,5.0,15.0,48.0,44.0,61.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",32.0,54.0,38.0,33.0,0.0,1.0,0.0,1.0,4.0,14.0,8.0,8.0,0.0,0.0,5.0,4.0,1.0,5.0,7.0,7.0,6.0,15.0,37.0,59.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,11.0,10.0,14.0,2.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,36.0,32.0,42.0,-1.0,2057.9526878623124,826
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,0.0,12.0,13.0,4.0,0.0,5.0,3.0,3.0,8.0,8.0,8.0,3.0,5.0,6.0,8.0,3.0,9.0,12.0,10.0,19.0,44.0,47.0,30.0,-1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",17.0,42.0,35.0,32.0,0.0,3.0,4.0,3.0,2.0,6.0,5.0,14.0,0.0,2.0,6.0,5.0,5.0,14.0,16.0,17.0,20.0,36.0,38.0,43.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",1.0,5.0,3.0,0.0,1.0,1.0,4.0,0.0,3.0,9.0,7.0,8.0,6.0,14.0,12.0,3.0,0.0,1.0,0.0,0.0,20.0,52.0,51.0,38.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",8.0,18.0,14.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,4.0,4.0,9.0,6.0,14.0,48.0,35.0,63.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,24.0,32.0,30.0,-1.0,2057.9526878623124,826
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",24.0,54.0,17.0,23.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,22.0,11.0,10.0,10.0,43.0,67.0,41.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,15.0,5.0,0.0,3.0,15.0,10.0,0.0,0.0,1.0,0.0,15.0,51.0,24.0,39.0,0.5,2057.9526878623124,826
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",0.0,0.0,4.0,19.0,4.0,8.0,3.0,1.0,8.0,12.0,7.0,12.0,5.0,11.0,5.0,7.0,5.0,13.0,11.0,7.0,10.0,46.0,56.0,50.0,-1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",32.0,70.0,59.0,46.0,0.0,0.0,1.0,1.0,0.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0,11.0,12.0,18.0,16.0,26.0,41.0,50.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",1.0,23.0,22.0,36.0,0.0,2.0,4.0,1.0,6.0,21.0,19.0,8.0,6.0,9.0,8.0,6.0,5.0,8.0,6.0,9.0,10.0,31.0,48.0,30.0,1.0,2057.9526878623124,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_14_[6165,15246].npy",1.0,22.0,16.0,20.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,9.0,5.0,3.0,29.0,53.0,54.0,56.0,1.0,2057.9526878623124,0
